age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit,marital,education,default,day,duration,previous
35,housemaid,1015,yes,no,unknown,jun,2,-1,unknown,yes,single,secondary,no,5,406,0
53,technician,6839,yes,no,cellular,nov,1,-1,unknown,no,married,primary,no,19,77,0
48,blue-collar,343,no,no,unknown,jun,1,-1,unknown,no,married,primary,no,19,136,0
45,management,22815,no,no,cellular,aug,8,-1,unknown,no,married,tertiary,no,26,653,0
44,management,0,no,no,unknown,jun,1,-1,unknown,no,divorced,tertiary,no,6,373,0
60,retired,523,no,no,cellular,aug,3,-1,unknown,yes,married,secondary,no,13,192,0
72,retired,438,no,no,cellular,feb,1,-1,unknown,yes,divorced,tertiary,no,23,279,0
28,blue-collar,97,yes,no,unknown,may,1,-1,unknown,no,single,secondary,no,7,67,0
60,retired,194,no,yes,cellular,jul,5,-1,unknown,no,married,secondary,no,30,61,0
56,retired,5769,no,no,unknown,jun,3,-1,unknown,no,married,tertiary,no,20,15,0
60,technician,1900,yes,no,unknown,may,3,-1,unknown,no,divorced,tertiary,no,29,77,0
36,entrepreneur,776,no,yes,cellular,jul,3,-1,unknown,yes,divorced,tertiary,no,7,722,0
42,technician,9324,no,no,cellular,aug,4,-1,unknown,no,married,secondary,no,27,67,0
59,management,81,no,no,cellular,may,1,-1,unknown,no,divorced,tertiary,no,26,140,0
70,retired,1853,no,no,telephone,aug,1,-1,unknown,yes,married,secondary,no,26,314,0
78,management,1780,yes,no,cellular,oct,2,185,success,yes,married,unknown,no,25,211,7
35,services,4564,no,no,cellular,aug,6,-1,unknown,no,married,tertiary,no,18,45,0
36,admin.,1328,no,no,cellular,jul,9,-1,unknown,no,single,secondary,no,30,69,0
48,services,62,yes,no,cellular,may,1,-1,unknown,no,divorced,secondary,no,8,561,0
26,unemployed,2170,no,no,cellular,feb,1,-1,unknown,no,single,tertiary,no,3,317,0
33,management,1778,no,no,cellular,feb,1,-1,unknown,yes,married,tertiary,no,12,388,0
53,management,1356,yes,no,cellular,nov,2,96,failure,no,married,tertiary,no,9,371,4
44,management,3665,no,no,cellular,mar,1,-1,unknown,no,married,tertiary,no,17,325,0
39,unemployed,2245,no,no,cellular,nov,2,-1,unknown,yes,married,secondary,no,21,749,0
29,student,7585,no,no,cellular,mar,2,198,failure,yes,single,unknown,no,3,145,1
58,admin.,4348,yes,no,cellular,jun,4,141,other,yes,married,secondary,no,23,790,1
22,student,1232,no,no,cellular,jul,1,430,other,yes,single,unknown,no,30,283,2
27,technician,667,no,no,cellular,jan,2,-1,unknown,yes,single,tertiary,no,29,866,0
47,self-employed,4420,yes,yes,cellular,nov,1,-1,unknown,yes,married,secondary,no,20,454,0
38,services,173,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,20,130,0
32,technician,483,yes,yes,cellular,may,6,-1,unknown,no,single,secondary,no,18,35,0
42,services,473,yes,no,cellular,jan,1,-1,unknown,no,married,primary,no,30,54,0
42,unemployed,1289,no,no,cellular,oct,3,92,success,yes,married,secondary,no,15,1176,6
75,retired,1765,no,no,telephone,sep,1,187,failure,yes,married,primary,no,14,808,4
30,technician,426,yes,no,telephone,nov,4,111,failure,no,single,secondary,no,17,127,6
32,housemaid,10,yes,no,unknown,jun,2,-1,unknown,no,married,tertiary,no,2,658,0
36,technician,-15,yes,no,unknown,may,3,-1,unknown,no,single,secondary,no,6,341,0
60,management,560,no,no,cellular,may,5,-1,unknown,yes,single,tertiary,no,15,730,0
33,technician,5641,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,18,168,0
60,blue-collar,7929,no,no,unknown,apr,1,-1,unknown,yes,married,primary,no,1,111,0
56,management,3287,no,no,cellular,apr,1,-1,unknown,yes,divorced,tertiary,no,27,497,0
34,entrepreneur,714,yes,no,unknown,may,4,-1,unknown,no,single,tertiary,no,12,166,0
47,technician,293,no,no,cellular,mar,1,-1,unknown,yes,married,secondary,no,3,499,0
38,management,1746,yes,no,unknown,may,1,-1,unknown,no,single,tertiary,no,21,139,0
56,retired,9367,no,no,cellular,may,2,-1,unknown,yes,married,primary,no,4,617,0
40,technician,1646,yes,no,cellular,aug,1,92,success,yes,single,tertiary,no,4,173,5
21,student,224,no,no,cellular,apr,1,-1,unknown,yes,single,secondary,no,30,871,0
35,self-employed,2251,no,no,cellular,aug,8,-1,unknown,no,married,secondary,no,19,151,0
40,housemaid,795,yes,no,unknown,may,3,-1,unknown,no,married,tertiary,no,29,725,0
40,admin.,985,yes,no,cellular,jun,3,50,failure,yes,single,secondary,no,4,592,8
77,retired,3324,no,no,cellular,may,1,91,success,yes,married,primary,no,13,289,5
30,management,-181,yes,no,cellular,nov,2,-1,unknown,no,married,tertiary,no,19,621,0
30,management,115,no,no,cellular,aug,2,-1,unknown,no,single,tertiary,no,12,154,0
38,admin.,11303,no,no,cellular,dec,2,216,failure,yes,married,secondary,no,28,473,2
35,management,1750,yes,no,cellular,apr,1,9,success,yes,single,tertiary,no,30,687,3
40,blue-collar,82,yes,no,cellular,may,6,370,failure,no,single,secondary,no,13,135,5
55,management,0,no,no,cellular,oct,5,-1,unknown,yes,divorced,tertiary,no,22,360,0
52,management,4675,no,no,cellular,feb,3,-1,unknown,yes,married,tertiary,no,12,181,0
43,admin.,733,yes,no,cellular,aug,1,88,success,yes,single,secondary,no,21,126,4
43,blue-collar,318,yes,no,unknown,jun,2,-1,unknown,yes,single,secondary,no,5,736,0
51,management,-2282,yes,yes,cellular,jul,6,-1,unknown,no,divorced,tertiary,no,14,301,0
34,technician,27,yes,no,unknown,may,3,-1,unknown,no,divorced,secondary,no,26,133,0
25,admin.,131,yes,yes,unknown,may,1,-1,unknown,no,single,secondary,no,9,237,0
46,self-employed,706,no,no,cellular,may,1,386,failure,yes,married,secondary,no,21,588,3
30,management,0,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,14,95,0
35,blue-collar,602,yes,no,cellular,may,6,-1,unknown,no,married,primary,no,14,467,0
25,management,943,no,no,cellular,apr,1,-1,unknown,yes,single,tertiary,no,30,512,0
47,self-employed,192,no,no,telephone,jul,6,-1,unknown,no,married,tertiary,no,30,120,0
51,management,57,yes,yes,unknown,may,1,-1,unknown,no,married,primary,yes,8,61,0
29,housemaid,417,no,no,cellular,jul,2,-1,unknown,no,married,primary,no,23,108,0
30,admin.,482,no,no,cellular,apr,1,-1,unknown,no,married,secondary,no,23,86,0
47,unknown,677,no,no,cellular,apr,2,86,failure,yes,married,unknown,no,30,900,2
33,management,322,yes,no,cellular,apr,3,-1,unknown,no,married,tertiary,no,16,77,0
69,retired,482,no,no,cellular,jul,2,-1,unknown,yes,divorced,primary,no,2,260,0
27,management,802,no,no,cellular,sep,1,-1,unknown,yes,married,tertiary,no,22,569,0
51,technician,564,no,yes,cellular,jul,2,-1,unknown,no,married,secondary,no,8,187,0
51,blue-collar,5,no,no,cellular,jul,2,-1,unknown,yes,divorced,primary,no,29,600,0
80,retired,1021,no,no,telephone,feb,1,-1,unknown,no,married,primary,no,26,37,0
57,technician,589,yes,no,cellular,aug,1,190,failure,yes,married,secondary,no,11,167,5
38,blue-collar,7944,no,no,unknown,jun,3,-1,unknown,no,married,primary,no,17,116,0
32,management,1683,yes,yes,cellular,apr,2,-1,unknown,no,married,tertiary,no,20,72,0
55,housemaid,1563,yes,no,cellular,nov,2,-1,unknown,no,married,primary,no,17,128,0
31,technician,2544,no,no,cellular,jan,1,279,success,yes,single,secondary,no,12,229,2
51,retired,610,no,no,unknown,jun,2,-1,unknown,no,married,primary,no,9,86,0
34,unemployed,309,no,no,cellular,feb,1,-1,unknown,yes,married,primary,no,5,578,0
37,admin.,781,no,no,cellular,aug,1,-1,unknown,no,single,secondary,no,20,75,0
35,technician,27,yes,no,cellular,may,1,305,other,yes,single,secondary,no,25,214,1
35,admin.,437,yes,no,unknown,jun,1,-1,unknown,yes,divorced,secondary,no,4,908,0
44,management,1058,no,no,cellular,mar,3,-1,unknown,yes,married,tertiary,no,11,188,0
25,services,505,no,no,cellular,jun,1,-1,unknown,yes,single,secondary,no,15,284,0
59,housemaid,0,no,yes,cellular,jul,2,-1,unknown,no,married,tertiary,no,29,376,0
35,services,1239,yes,no,cellular,may,2,347,failure,no,single,secondary,no,5,60,1
45,blue-collar,803,yes,no,cellular,may,4,-1,unknown,yes,married,primary,no,4,742,0
33,management,0,no,no,unknown,may,2,-1,unknown,no,single,secondary,no,20,190,0
31,unemployed,140,yes,no,telephone,may,2,-1,unknown,no,single,tertiary,no,7,11,0
37,technician,1580,no,no,cellular,aug,12,-1,unknown,no,married,secondary,no,22,92,0
27,student,111,no,no,cellular,jul,2,-1,unknown,yes,single,secondary,no,7,495,0
48,technician,0,no,no,unknown,may,1,-1,unknown,yes,married,secondary,yes,30,682,0
34,self-employed,1943,yes,no,cellular,apr,2,-1,unknown,no,single,tertiary,no,16,478,0
36,technician,3350,yes,no,cellular,apr,1,269,other,no,married,primary,no,16,86,3
37,services,217,yes,no,cellular,may,1,-1,unknown,no,married,secondary,no,11,152,0
33,entrepreneur,135,yes,no,cellular,apr,1,345,failure,no,married,secondary,no,17,114,2
74,retired,670,no,no,cellular,apr,5,-1,unknown,yes,married,primary,no,23,266,0
34,admin.,598,yes,no,cellular,apr,1,324,failure,no,single,secondary,no,17,365,1
66,retired,2883,no,no,cellular,apr,1,-1,unknown,yes,married,primary,no,23,158,0
43,admin.,71,no,no,unknown,may,5,-1,unknown,no,married,secondary,no,7,180,0
39,blue-collar,275,yes,no,unknown,jun,2,-1,unknown,no,married,primary,no,16,189,0
46,blue-collar,1144,yes,no,cellular,feb,2,129,other,yes,married,secondary,no,8,376,3
45,technician,999,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,16,656,0
32,blue-collar,1918,yes,no,cellular,may,1,172,failure,no,single,primary,no,8,318,1
48,management,1744,no,no,unknown,jun,1,-1,unknown,no,married,primary,no,9,181,0
42,technician,1533,no,yes,cellular,aug,1,-1,unknown,no,divorced,secondary,no,5,86,0
26,blue-collar,246,yes,no,unknown,may,3,-1,unknown,yes,married,secondary,no,16,1143,0
33,technician,522,no,yes,cellular,jul,4,-1,unknown,no,divorced,secondary,no,7,559,0
59,technician,259,no,no,cellular,jun,1,89,success,yes,married,secondary,no,15,415,1
59,management,4412,no,no,cellular,nov,2,-1,unknown,yes,married,secondary,no,2,162,0
47,services,1639,no,no,cellular,jan,1,-1,unknown,yes,divorced,tertiary,no,12,349,0
55,management,3848,yes,no,cellular,apr,2,-1,unknown,yes,married,tertiary,no,8,222,0
25,technician,800,yes,no,unknown,may,4,-1,unknown,no,single,tertiary,no,13,151,0
40,management,257,no,no,cellular,feb,1,209,failure,no,single,tertiary,no,1,147,1
49,admin.,0,no,no,cellular,apr,1,-1,unknown,yes,married,secondary,no,30,551,0
54,retired,11,yes,yes,cellular,aug,10,-1,unknown,no,married,primary,no,18,48,0
37,services,981,no,no,cellular,jul,2,386,success,yes,married,secondary,no,7,682,1
31,admin.,747,yes,no,unknown,may,2,-1,unknown,yes,single,secondary,no,26,543,0
27,technician,158,no,no,unknown,jul,2,-1,unknown,yes,single,secondary,no,1,650,0
32,technician,719,yes,no,unknown,may,6,-1,unknown,no,single,secondary,no,28,79,0
31,services,1167,yes,yes,cellular,nov,1,-1,unknown,no,married,secondary,no,20,279,0
26,management,47,yes,no,cellular,may,1,-1,unknown,no,single,tertiary,no,18,63,0
30,management,8089,yes,no,cellular,mar,2,294,failure,yes,married,tertiary,no,18,232,2
48,management,399,no,yes,cellular,aug,1,-1,unknown,no,single,tertiary,no,7,126,0
32,technician,267,no,no,cellular,may,1,-1,unknown,no,divorced,tertiary,no,26,128,0
73,retired,2850,no,no,cellular,oct,1,144,failure,no,married,secondary,no,8,512,7
40,admin.,-666,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,27,107,0
26,technician,915,no,no,cellular,jun,1,-1,unknown,yes,married,secondary,no,2,384,0
54,admin.,0,yes,yes,cellular,feb,1,182,success,no,divorced,secondary,no,4,330,3
36,services,3740,yes,no,cellular,apr,1,-1,unknown,no,married,secondary,no,7,254,0
31,blue-collar,92,yes,no,unknown,may,1,-1,unknown,yes,married,secondary,no,16,688,0
32,services,0,no,yes,cellular,jul,2,-1,unknown,no,single,secondary,no,11,333,0
46,blue-collar,-27,yes,no,cellular,may,1,-1,unknown,no,married,secondary,no,11,254,0
51,blue-collar,1694,no,no,cellular,aug,2,-1,unknown,no,married,primary,no,13,186,0
30,student,324,no,no,cellular,aug,4,-1,unknown,no,married,tertiary,no,25,585,0
55,retired,1580,no,yes,unknown,jun,1,-1,unknown,yes,divorced,secondary,no,19,1007,0
30,student,48,no,no,cellular,feb,1,191,success,yes,single,secondary,no,25,217,2
30,technician,3286,yes,no,cellular,apr,1,-1,unknown,yes,single,secondary,no,9,743,0
77,unknown,397,no,no,telephone,nov,1,185,success,no,married,unknown,no,8,207,3
31,services,1783,yes,yes,cellular,may,1,-1,unknown,no,married,secondary,no,6,219,0
61,management,6016,no,no,cellular,feb,3,-1,unknown,yes,married,tertiary,no,2,670,0
34,technician,920,yes,no,cellular,oct,1,342,failure,no,single,secondary,no,29,250,5
36,technician,2511,yes,no,cellular,apr,5,-1,unknown,yes,single,secondary,no,16,700,0
52,technician,22755,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,29,70,0
38,housemaid,70,no,no,cellular,jan,4,92,success,yes,divorced,secondary,no,27,164,4
36,management,255,no,no,cellular,aug,6,95,success,yes,married,tertiary,no,25,242,4
38,technician,1919,no,no,cellular,aug,1,-1,unknown,yes,married,secondary,no,4,846,0
31,unemployed,330,no,no,cellular,jan,1,194,success,yes,married,tertiary,no,13,260,2
29,technician,344,yes,yes,unknown,may,2,-1,unknown,no,married,secondary,no,28,279,0
57,admin.,808,no,no,cellular,jul,3,-1,unknown,no,married,secondary,no,14,417,0
30,blue-collar,246,yes,no,cellular,nov,2,113,failure,no,married,secondary,no,18,166,5
46,admin.,-522,yes,no,cellular,mar,3,239,other,yes,married,secondary,no,27,243,13
51,technician,1533,no,no,unknown,jun,2,-1,unknown,no,married,tertiary,no,18,242,0
51,services,8806,yes,no,unknown,may,1,-1,unknown,no,married,primary,no,19,131,0
45,student,1527,no,no,cellular,mar,1,-1,unknown,yes,single,unknown,no,8,132,0
40,admin.,0,yes,no,cellular,feb,1,201,failure,no,married,secondary,no,3,561,1
27,student,5291,no,no,cellular,nov,2,92,failure,yes,single,tertiary,no,12,192,2
37,management,0,yes,no,cellular,apr,5,153,failure,yes,married,tertiary,no,23,242,7
35,management,5958,yes,no,cellular,mar,1,-1,unknown,yes,single,tertiary,no,22,215,0
44,management,-411,yes,no,unknown,jun,4,-1,unknown,yes,divorced,tertiary,yes,2,432,0
44,management,5773,no,no,unknown,may,6,-1,unknown,yes,divorced,tertiary,no,23,597,0
85,retired,1255,no,no,cellular,jan,3,-1,unknown,yes,married,primary,no,15,233,0
40,technician,277,yes,no,unknown,may,2,-1,unknown,no,single,secondary,no,14,274,0
41,unemployed,0,no,no,cellular,apr,1,181,success,yes,married,tertiary,no,29,882,3
38,entrepreneur,898,yes,no,unknown,may,2,-1,unknown,no,married,tertiary,no,6,132,0
31,technician,1173,yes,no,cellular,jul,3,-1,unknown,yes,married,secondary,no,14,444,0
26,technician,124,yes,no,unknown,may,8,-1,unknown,no,single,secondary,no,12,57,0
50,admin.,706,yes,no,cellular,aug,4,-1,unknown,yes,married,secondary,no,6,1250,0
51,blue-collar,568,yes,no,unknown,jun,1,-1,unknown,no,married,secondary,no,4,37,0
33,blue-collar,706,yes,no,cellular,apr,1,322,failure,no,single,secondary,no,7,329,1
56,services,486,no,yes,telephone,jul,1,-1,unknown,yes,married,primary,no,21,1877,0
39,housemaid,1444,no,no,cellular,nov,1,117,success,no,married,secondary,no,19,100,8
35,management,991,yes,no,cellular,may,3,-1,unknown,yes,married,tertiary,no,6,1489,0
26,self-employed,3676,no,no,cellular,apr,1,-1,unknown,yes,single,secondary,no,7,148,0
35,admin.,404,yes,no,unknown,may,1,-1,unknown,yes,married,secondary,no,29,539,0
37,management,6771,no,no,cellular,mar,1,-1,unknown,yes,married,tertiary,no,5,319,0
59,retired,21,yes,no,telephone,nov,2,-1,unknown,no,divorced,secondary,no,19,121,0
35,blue-collar,260,yes,no,telephone,may,6,-1,unknown,no,married,secondary,no,13,155,0
55,management,608,yes,no,cellular,may,2,-1,unknown,no,divorced,tertiary,no,7,161,0
52,blue-collar,2230,no,no,cellular,oct,3,-1,unknown,yes,married,secondary,no,29,423,0
55,technician,1938,no,yes,cellular,aug,1,386,success,yes,married,secondary,no,18,193,3
45,technician,1348,no,yes,cellular,apr,2,-1,unknown,yes,married,secondary,no,1,358,0
38,technician,0,yes,yes,cellular,jul,4,-1,unknown,no,married,secondary,no,15,146,0
47,technician,191,no,no,cellular,aug,5,-1,unknown,no,divorced,secondary,no,19,228,0
52,unemployed,959,no,no,telephone,jul,2,-1,unknown,yes,married,primary,no,30,694,0
49,services,202,yes,no,cellular,nov,2,104,failure,yes,married,secondary,no,17,651,1
55,management,2693,no,no,cellular,sep,1,184,success,yes,married,secondary,no,22,182,7
63,entrepreneur,2707,no,no,telephone,nov,4,-1,unknown,no,married,tertiary,no,16,57,0
34,management,520,yes,no,cellular,aug,4,-1,unknown,yes,married,tertiary,no,12,1307,0
30,unemployed,0,yes,no,cellular,nov,1,-1,unknown,no,married,tertiary,no,18,756,0
47,unemployed,2500,no,no,cellular,jan,1,-1,unknown,no,single,tertiary,no,30,240,0
59,management,7668,no,no,cellular,aug,1,-1,unknown,no,single,tertiary,no,5,124,0
38,services,-314,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,28,66,0
36,management,332,yes,no,cellular,may,7,-1,unknown,no,married,tertiary,no,22,566,0
51,blue-collar,41,yes,no,telephone,jul,43,-1,unknown,no,married,unknown,no,9,16,0
27,student,279,no,no,cellular,oct,1,-1,unknown,yes,single,secondary,no,12,323,0
35,technician,0,yes,yes,cellular,nov,1,-1,unknown,no,married,secondary,no,17,199,0
51,unemployed,0,no,no,cellular,jul,2,-1,unknown,yes,divorced,tertiary,no,31,574,0
30,technician,167,no,no,unknown,sep,1,-1,unknown,no,single,secondary,no,14,9,0
34,housemaid,87,yes,no,unknown,may,2,-1,unknown,no,married,primary,no,15,139,0
34,entrepreneur,7279,yes,no,cellular,may,1,-1,unknown,yes,married,primary,no,12,882,0
24,self-employed,2376,no,no,cellular,apr,1,-1,unknown,yes,single,tertiary,no,27,122,0
29,management,1566,yes,no,unknown,jun,1,-1,unknown,no,single,tertiary,no,4,233,0
31,services,414,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,7,215,0
41,blue-collar,2039,yes,no,cellular,may,1,-1,unknown,yes,married,secondary,no,8,729,0
86,retired,0,no,no,telephone,aug,1,-1,unknown,yes,divorced,primary,no,26,189,0
59,retired,3648,no,no,telephone,oct,2,126,success,yes,married,primary,no,23,257,3
44,management,2383,no,no,cellular,jul,2,-1,unknown,yes,married,tertiary,no,1,571,0
40,blue-collar,24,yes,no,unknown,may,1,-1,unknown,no,single,unknown,no,5,185,0
43,technician,-754,yes,yes,cellular,jul,3,-1,unknown,yes,married,secondary,no,9,727,0
57,entrepreneur,975,yes,yes,cellular,jul,4,-1,unknown,no,married,unknown,no,22,236,0
32,technician,1547,no,no,cellular,oct,1,805,other,yes,married,secondary,no,26,289,4
59,retired,0,no,no,cellular,jun,2,-1,unknown,yes,married,primary,no,5,493,0
24,admin.,1141,yes,no,unknown,may,1,-1,unknown,no,single,tertiary,no,23,230,0
57,technician,254,no,no,cellular,oct,1,-1,unknown,yes,married,secondary,no,27,207,0
44,blue-collar,112,yes,no,unknown,may,2,-1,unknown,no,married,primary,no,14,225,0
37,management,22125,no,yes,cellular,nov,2,-1,unknown,yes,single,tertiary,no,21,331,0
40,services,1082,yes,no,unknown,may,2,-1,unknown,yes,married,primary,no,30,854,0
44,technician,2857,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,5,318,0
42,management,1519,no,no,cellular,oct,1,92,success,yes,married,unknown,no,19,230,1
30,self-employed,2666,no,no,cellular,feb,1,-1,unknown,yes,married,tertiary,no,4,467,0
35,self-employed,353,no,no,cellular,aug,1,-1,unknown,yes,single,tertiary,no,12,582,0
26,blue-collar,245,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,28,146,0
39,management,363,yes,yes,cellular,jul,1,-1,unknown,no,married,secondary,no,17,184,0
33,student,1170,no,no,cellular,apr,1,-1,unknown,yes,single,unknown,no,30,352,0
29,blue-collar,0,no,no,cellular,feb,2,-1,unknown,no,single,secondary,no,6,437,0
27,student,253,no,no,cellular,may,2,-1,unknown,yes,single,secondary,no,25,242,0
26,blue-collar,535,no,no,cellular,aug,1,-1,unknown,yes,single,secondary,no,14,125,0
44,services,0,yes,no,unknown,may,1,-1,unknown,no,single,secondary,no,14,198,0
66,retired,995,no,no,cellular,feb,2,-1,unknown,yes,married,secondary,no,27,131,0
43,management,0,no,no,cellular,jun,2,296,failure,yes,single,tertiary,no,30,275,1
39,management,76,no,no,cellular,sep,1,183,success,yes,married,unknown,no,15,200,1
55,housemaid,1537,no,no,unknown,jun,1,-1,unknown,no,married,primary,no,19,359,0
30,admin.,915,yes,no,unknown,apr,1,-1,unknown,yes,single,secondary,no,27,370,0
37,management,0,no,no,cellular,jul,3,-1,unknown,no,single,tertiary,no,7,643,0
36,management,203,no,no,cellular,jan,1,88,success,yes,married,tertiary,no,25,255,1
28,student,154,yes,no,unknown,may,9,-1,unknown,no,single,secondary,no,20,21,0
32,management,937,no,no,cellular,aug,1,94,failure,no,married,tertiary,no,28,90,2
36,unemployed,-35,no,no,cellular,jan,3,-1,unknown,no,married,secondary,no,30,339,0
34,management,188,no,no,cellular,may,1,-1,unknown,no,married,tertiary,no,5,399,0
49,self-employed,-199,yes,yes,cellular,jan,1,-1,unknown,no,married,secondary,no,29,385,0
34,blue-collar,1682,yes,yes,cellular,jul,3,-1,unknown,no,married,secondary,no,28,123,0
25,services,12,no,no,cellular,jun,6,-1,unknown,yes,single,tertiary,no,12,126,0
49,admin.,10250,yes,no,telephone,oct,1,-1,unknown,yes,married,secondary,no,24,97,0
35,admin.,321,no,no,cellular,jul,1,412,other,yes,single,secondary,no,21,143,3
28,services,340,yes,no,cellular,jul,2,-1,unknown,yes,single,secondary,no,24,821,0
32,technician,29,no,no,cellular,aug,2,-1,unknown,no,single,secondary,no,19,156,0
22,self-employed,780,no,no,cellular,mar,3,-1,unknown,yes,single,tertiary,no,17,272,0
47,technician,157,yes,no,cellular,aug,8,-1,unknown,no,divorced,secondary,no,25,163,0
51,blue-collar,1432,no,no,cellular,jul,1,-1,unknown,no,married,unknown,no,9,388,0
33,management,4176,no,no,cellular,mar,3,-1,unknown,yes,single,tertiary,no,26,288,0
31,blue-collar,1779,yes,no,unknown,jun,2,-1,unknown,no,married,secondary,no,5,85,0
45,services,482,yes,yes,unknown,may,2,-1,unknown,no,single,secondary,no,30,637,0
44,services,240,yes,no,unknown,may,2,-1,unknown,no,divorced,secondary,no,8,155,0
35,technician,-89,yes,no,cellular,may,1,368,failure,no,single,secondary,no,15,75,1
44,services,191,yes,yes,cellular,may,1,-1,unknown,no,married,secondary,no,7,490,0
42,technician,0,no,no,cellular,jul,2,-1,unknown,no,married,secondary,no,30,351,0
41,blue-collar,2689,yes,no,cellular,apr,1,-1,unknown,yes,married,secondary,no,15,135,0
59,management,315,no,no,cellular,mar,1,176,failure,yes,married,tertiary,no,2,591,2
60,admin.,12039,no,no,telephone,oct,1,187,success,yes,divorced,secondary,no,12,261,1
52,services,820,yes,no,cellular,feb,2,-1,unknown,no,married,secondary,no,2,135,0
38,management,385,yes,no,telephone,oct,1,-1,unknown,yes,married,tertiary,no,28,154,0
39,management,141,yes,no,cellular,may,2,331,other,no,married,tertiary,no,13,788,6
57,entrepreneur,1179,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,19,189,0
50,technician,-97,yes,no,cellular,apr,1,306,failure,no,single,secondary,no,8,425,2
36,services,5024,no,no,unknown,may,1,-1,unknown,no,married,secondary,no,21,139,0
46,admin.,659,yes,no,telephone,jul,11,-1,unknown,yes,married,secondary,no,29,1127,0
34,admin.,920,no,no,cellular,may,3,179,success,yes,married,secondary,no,14,526,3
31,blue-collar,-159,no,yes,telephone,nov,1,-1,unknown,no,single,secondary,no,21,49,0
36,management,3949,no,no,cellular,jan,2,-1,unknown,yes,married,tertiary,no,28,130,0
64,retired,48,no,no,cellular,sep,3,92,success,yes,married,primary,no,9,167,1
30,management,6432,yes,no,cellular,nov,2,119,other,no,married,tertiary,no,21,206,3
35,self-employed,3698,yes,no,cellular,mar,1,-1,unknown,yes,married,tertiary,no,5,106,0
39,housemaid,2460,no,no,cellular,jul,3,-1,unknown,no,married,primary,no,11,194,0
38,management,165,yes,no,cellular,apr,1,260,other,yes,married,tertiary,no,17,526,2
57,blue-collar,2887,no,no,cellular,aug,10,-1,unknown,yes,married,secondary,no,21,819,0
43,unknown,1517,no,no,unknown,jun,1,-1,unknown,no,married,unknown,no,20,45,0
35,self-employed,2427,no,no,cellular,aug,3,31,success,yes,married,tertiary,no,12,175,10
31,admin.,217,yes,no,cellular,jan,2,-1,unknown,yes,divorced,secondary,no,30,1776,0
33,technician,127,yes,no,cellular,apr,2,222,failure,yes,single,tertiary,no,6,583,17
33,technician,303,yes,no,cellular,feb,1,301,success,yes,married,secondary,no,3,355,5
26,admin.,3730,yes,no,cellular,mar,1,98,other,no,single,tertiary,no,11,93,4
34,admin.,36,no,no,cellular,aug,6,-1,unknown,no,married,secondary,no,22,192,0
62,retired,3,no,no,cellular,aug,1,-1,unknown,no,married,secondary,no,4,151,0
55,technician,570,no,no,cellular,aug,6,-1,unknown,no,married,secondary,no,27,94,0
42,unemployed,576,no,no,cellular,jun,2,96,success,yes,married,tertiary,no,3,447,1
26,management,667,no,no,telephone,jun,2,-1,unknown,no,divorced,tertiary,no,19,177,0
40,admin.,1005,yes,no,cellular,jul,1,-1,unknown,no,single,tertiary,no,21,449,0
37,blue-collar,106,yes,no,cellular,aug,1,392,failure,yes,married,primary,no,25,511,13
49,blue-collar,2356,no,yes,telephone,jul,2,-1,unknown,no,married,primary,no,14,236,0
33,unemployed,1974,no,no,cellular,aug,2,191,failure,yes,single,tertiary,no,14,498,1
83,retired,1097,no,no,telephone,mar,1,-1,unknown,yes,divorced,primary,no,5,181,0
31,technician,4,no,no,unknown,may,4,-1,unknown,no,married,secondary,no,20,199,0
33,technician,1257,yes,no,cellular,jul,1,-1,unknown,no,single,tertiary,no,22,66,0
71,technician,383,no,no,cellular,apr,3,-1,unknown,yes,married,tertiary,no,27,388,0
46,services,-119,yes,no,cellular,jul,3,-1,unknown,no,married,secondary,no,22,151,0
32,blue-collar,783,yes,no,unknown,may,3,-1,unknown,yes,married,secondary,no,21,923,0
32,admin.,995,no,no,cellular,sep,1,99,other,yes,married,secondary,no,3,331,2
47,blue-collar,665,no,no,cellular,aug,3,-1,unknown,no,married,secondary,no,18,885,0
42,entrepreneur,335,yes,no,cellular,may,1,-1,unknown,yes,divorced,secondary,no,12,580,0
43,blue-collar,3131,yes,no,unknown,jun,3,-1,unknown,no,married,primary,no,3,441,0
42,admin.,4253,yes,no,cellular,may,1,-1,unknown,no,single,secondary,no,13,146,0
42,unknown,942,no,no,cellular,jan,1,92,success,yes,single,unknown,no,27,245,2
43,management,2367,no,no,cellular,sep,1,113,success,yes,divorced,tertiary,no,22,83,3
37,services,1694,yes,yes,cellular,jan,2,251,failure,no,married,secondary,no,29,404,6
45,management,226,yes,no,cellular,aug,6,179,success,yes,married,tertiary,no,13,177,10
58,management,1697,no,no,unknown,jun,2,-1,unknown,no,married,tertiary,no,20,55,0
